2026-02-26 18:46:54 UTC | CORE | INFO | (pkg/util/log/setup/log.go:60 in SetupLogger) | CORE: using slog logger
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:553 in handleTailingModeChange) | Tailing mode changed for file:/var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/agent/0.log. Was: end: Now: beginning
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/agent/0.log (offset: 0, whence: 0) for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/agent/0.log/0be18888ad8e491cd0b2e9ca9aed8c80d39ca82fb115e8b334a95299a037bbd7
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/agent/0.log for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/agent/0.log/0be18888ad8e491cd0b2e9ca9aed8c80d39ca82fb115e8b334a95299a037bbd7
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:553 in handleTailingModeChange) | Tailing mode changed for file:/var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/process-agent/0.log. Was: end: Now: beginning
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/process-agent/0.log (offset: 0, whence: 0) for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/process-agent/0.log/ce8933cc7cbf0353f4c90881114da5bfed41620dd4f508f10727e6ed24b0088b
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/process-agent/0.log for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/process-agent/0.log/ce8933cc7cbf0353f4c90881114da5bfed41620dd4f508f10727e6ed24b0088b
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:553 in handleTailingModeChange) | Tailing mode changed for file:/var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/system-probe/0.log. Was: end: Now: beginning
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/system-probe/0.log (offset: 0, whence: 0) for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/system-probe/0.log/06bff94baba197cfb5095fdc57882a08921516ea1ff00f83739f30242c5089df
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/system-probe/0.log for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/system-probe/0.log/06bff94baba197cfb5095fdc57882a08921516ea1ff00f83739f30242c5089df
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:553 in handleTailingModeChange) | Tailing mode changed for file:/var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/trace-agent/0.log. Was: end: Now: beginning
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/trace-agent/0.log (offset: 0, whence: 0) for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/trace-agent/0.log/cba24559722b7c7c7e19a2eedf3d42984c99964bae5019468a51ac791c873cea
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/trace-agent/0.log for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/trace-agent/0.log/cba24559722b7c7c7e19a2eedf3d42984c99964bae5019468a51ac791c873cea
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/kube-system_etcd-pattykube_54027e52158f0d328dd5b7459b430812/etcd/3.log (offset: 4361322, whence: 0) for tailer key /var/log/pods/kube-system_etcd-pattykube_54027e52158f0d328dd5b7459b430812/etcd/3.log/0bd7e1a6afb1f5bd193ee56f9762cc8d237d55a595392f3f439025a673ff237b
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/kube-system_etcd-pattykube_54027e52158f0d328dd5b7459b430812/etcd/3.log for tailer key /var/log/pods/kube-system_etcd-pattykube_54027e52158f0d328dd5b7459b430812/etcd/3.log/0bd7e1a6afb1f5bd193ee56f9762cc8d237d55a595392f3f439025a673ff237b
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/kube-system_kube-proxy-r4f7x_72150617-7154-43b9-b149-1890f64e1f1d/kube-proxy/3.log (offset: 4041, whence: 0) for tailer key /var/log/pods/kube-system_kube-proxy-r4f7x_72150617-7154-43b9-b149-1890f64e1f1d/kube-proxy/3.log/38c6f8ace85e9f4ac5eb7aeda57a927214daf0032ee005c12f8b7bddca16aaf3
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/kube-system_kube-proxy-r4f7x_72150617-7154-43b9-b149-1890f64e1f1d/kube-proxy/3.log for tailer key /var/log/pods/kube-system_kube-proxy-r4f7x_72150617-7154-43b9-b149-1890f64e1f1d/kube-proxy/3.log/38c6f8ace85e9f4ac5eb7aeda57a927214daf0032ee005c12f8b7bddca16aaf3
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_prometheus-567d6b54b4-4tmwm_44965510-7773-47df-879e-df5b4cded201/prometheus/0.log (offset: 4942, whence: 0) for tailer key /var/log/pods/default_prometheus-567d6b54b4-4tmwm_44965510-7773-47df-879e-df5b4cded201/prometheus/0.log/bfe490a19a9899c258ead6d159808472b2cd6e31ccfda6171e1f8a0fc61f0be3
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_prometheus-567d6b54b4-4tmwm_44965510-7773-47df-879e-df5b4cded201/prometheus/0.log for tailer key /var/log/pods/default_prometheus-567d6b54b4-4tmwm_44965510-7773-47df-879e-df5b4cded201/prometheus/0.log/bfe490a19a9899c258ead6d159808472b2cd6e31ccfda6171e1f8a0fc61f0be3
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/kube-system_storage-provisioner_4c1acc23-7cec-4b96-af4f-a8d4056e04b3/storage-provisioner/52.log (offset: 78944, whence: 0) for tailer key /var/log/pods/kube-system_storage-provisioner_4c1acc23-7cec-4b96-af4f-a8d4056e04b3/storage-provisioner/52.log/3ad202e411ec8c9a6bc9719a791f74de8a7ccee4b7a98e0fd4edf277ef8054b2
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/kube-system_storage-provisioner_4c1acc23-7cec-4b96-af4f-a8d4056e04b3/storage-provisioner/52.log for tailer key /var/log/pods/kube-system_storage-provisioner_4c1acc23-7cec-4b96-af4f-a8d4056e04b3/storage-provisioner/52.log/3ad202e411ec8c9a6bc9719a791f74de8a7ccee4b7a98e0fd4edf277ef8054b2
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/kube-system_kube-apiserver-pattykube_7418e5e3a827586a02748ea0e6ae94d9/kube-apiserver/3.log (offset: 316409, whence: 0) for tailer key /var/log/pods/kube-system_kube-apiserver-pattykube_7418e5e3a827586a02748ea0e6ae94d9/kube-apiserver/3.log/8e67107272384206fe3b447b3e87f74136ed39d71c93d7ab6d4afecef0fe6610
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/kube-system_kube-apiserver-pattykube_7418e5e3a827586a02748ea0e6ae94d9/kube-apiserver/3.log for tailer key /var/log/pods/kube-system_kube-apiserver-pattykube_7418e5e3a827586a02748ea0e6ae94d9/kube-apiserver/3.log/8e67107272384206fe3b447b3e87f74136ed39d71c93d7ab6d4afecef0fe6610
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/cluster-agent/0.log (offset: 34488, whence: 0) for tailer key /var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/cluster-agent/0.log/ce91c4996a466471c977ac3240140415fd4703809f69db925fff26cbeb5beb6b
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/cluster-agent/0.log for tailer key /var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/cluster-agent/0.log/ce91c4996a466471c977ac3240140415fd4703809f69db925fff26cbeb5beb6b
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/kube-system_kube-controller-manager-pattykube_9bd1c70cf7e25111cd9189ce6a29e306/kube-controller-manager/3.log (offset: 529163, whence: 0) for tailer key /var/log/pods/kube-system_kube-controller-manager-pattykube_9bd1c70cf7e25111cd9189ce6a29e306/kube-controller-manager/3.log/090527ec762d391fe1fe3c6bfd6cb8063f641ce8abd74a34ad1f12bb6405b49e
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/kube-system_kube-controller-manager-pattykube_9bd1c70cf7e25111cd9189ce6a29e306/kube-controller-manager/3.log for tailer key /var/log/pods/kube-system_kube-controller-manager-pattykube_9bd1c70cf7e25111cd9189ce6a29e306/kube-controller-manager/3.log/090527ec762d391fe1fe3c6bfd6cb8063f641ce8abd74a34ad1f12bb6405b49e
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:553 in handleTailingModeChange) | Tailing mode changed for file:/var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/init-volume/0.log. Was: end: Now: beginning
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/init-volume/0.log (offset: 0, whence: 0) for tailer key /var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/init-volume/0.log/2a906df4c415547458104955fbc8548140126ddd44ab3a19fb26bfde4eb9de18
2026-02-26 18:47:04 UTC | CORE | ERROR | (pkg/jmxfetch/scheduler.go:68 in Schedule) | Could not schedule jmxfetch config: jmx_7e28342d897a2ede: exec: "java": executable file not found in $PATH
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/init-volume/0.log for tailer key /var/log/pods/default_datadog-cluster-agent-78b48ffdfb-9tmtm_7f6fc6e1-6cd1-4540-8ae7-30b5a16d679f/init-volume/0.log/2a906df4c415547458104955fbc8548140126ddd44ab3a19fb26bfde4eb9de18
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:553 in handleTailingModeChange) | Tailing mode changed for file:/var/log/pods/default_datadog-cluster-agent-6445697f5b-287lr_ef4cb795-56e7-45c1-a8cd-a98809edd5d9/init-volume/0.log. Was: end: Now: beginning
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_datadog-cluster-agent-6445697f5b-287lr_ef4cb795-56e7-45c1-a8cd-a98809edd5d9/init-volume/0.log (offset: 0, whence: 0) for tailer key /var/log/pods/default_datadog-cluster-agent-6445697f5b-287lr_ef4cb795-56e7-45c1-a8cd-a98809edd5d9/init-volume/0.log/5684eab595ecf8c3e9f1baedbba4b4f17adaf7fff7e5582e1aa44ae413ffc211
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_datadog-cluster-agent-6445697f5b-287lr_ef4cb795-56e7-45c1-a8cd-a98809edd5d9/init-volume/0.log for tailer key /var/log/pods/default_datadog-cluster-agent-6445697f5b-287lr_ef4cb795-56e7-45c1-a8cd-a98809edd5d9/init-volume/0.log/5684eab595ecf8c3e9f1baedbba4b4f17adaf7fff7e5582e1aa44ae413ffc211
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_tomcat_eedac68d-ae54-4193-82d3-5845a2f59356/tomcat/0.log (offset: 9035, whence: 0) for tailer key /var/log/pods/default_tomcat_eedac68d-ae54-4193-82d3-5845a2f59356/tomcat/0.log/76d178d18d134e93cc02837fc4dd8bc1c869c8d125f69f588289e863e4b05dac
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_tomcat_eedac68d-ae54-4193-82d3-5845a2f59356/tomcat/0.log for tailer key /var/log/pods/default_tomcat_eedac68d-ae54-4193-82d3-5845a2f59356/tomcat/0.log/76d178d18d134e93cc02837fc4dd8bc1c869c8d125f69f588289e863e4b05dac
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:553 in handleTailingModeChange) | Tailing mode changed for file:/var/log/pods/default_datadog-cluster-agent-6445697f5b-287lr_ef4cb795-56e7-45c1-a8cd-a98809edd5d9/cluster-agent/0.log. Was: end: Now: beginning
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_datadog-cluster-agent-6445697f5b-287lr_ef4cb795-56e7-45c1-a8cd-a98809edd5d9/cluster-agent/0.log (offset: 0, whence: 0) for tailer key /var/log/pods/default_datadog-cluster-agent-6445697f5b-287lr_ef4cb795-56e7-45c1-a8cd-a98809edd5d9/cluster-agent/0.log/4840c015c792563e3a0f53ce0f9924ccef5db4ad4b6c4075e9ab2d478113c4a6
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_datadog-cluster-agent-6445697f5b-287lr_ef4cb795-56e7-45c1-a8cd-a98809edd5d9/cluster-agent/0.log for tailer key /var/log/pods/default_datadog-cluster-agent-6445697f5b-287lr_ef4cb795-56e7-45c1-a8cd-a98809edd5d9/cluster-agent/0.log/4840c015c792563e3a0f53ce0f9924ccef5db4ad4b6c4075e9ab2d478113c4a6
2026-02-26 18:47:04 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:04 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:discovery | Running check...
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:discovery | Done running check
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubelet | Running check...
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubelet | Done running check
2026-02-26 18:47:05 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:io | Running check...
2026-02-26 18:47:05 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:io | Done running check
2026-02-26 18:47:05 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:ntp | Running check...
2026-02-26 18:47:05 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator_kubelet_config | Running check...
2026-02-26 18:47:05 UTC | CORE | ERROR | (pkg/collector/worker/check_logger.go:71 in Error) | check:orchestrator_kubelet_config | Error running check: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:05 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator_kubelet_config | Done running check
2026-02-26 18:47:05 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:05 UTC | CORE | INFO | (pkg/api/security/security.go:178 in getClusterAgentAuthToken) | Using configured cluster_agent.auth_token
2026-02-26 18:47:05 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:06 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:06 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:docker | Running check...
2026-02-26 18:47:06 UTC | CORE | ERROR | (comp/core/workloadmeta/collectors/internal/kubemetadata/kubemetadata.go:90 in Start) | Could not initialise the communication with the cluster agent: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:07 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:07 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:cpu | Running check...
2026-02-26 18:47:07 UTC | CORE | INFO | (comp/core/remoteagentregistry/impl/registry.go:200 in RegisterRemoteAgent) | Remote agent 'System Probe' (flavor: system_probe, session_id: e7ffae2e-d432-4576-8fc8-f457d39c77f3) registered. (exposed services: [datadog.remoteagent.telemetry.v1.TelemetryProvider])
2026-02-26 18:47:07 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:cpu | Done running check
2026-02-26 18:47:07 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:docker | Done running check
2026-02-26 18:47:07 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:08 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:08 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_image | Running check...
2026-02-26 18:47:08 UTC | CORE | INFO | (pkg/collector/corechecks/containerimage/check.go:136 in Run) | Starting long-running check "container_image"
2026-02-26 18:47:08 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_image | Done running check
2026-02-26 18:47:08 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:08 UTC | CORE | INFO | (comp/core/tagger/server/server.go:165 in TaggerStreamEntities) | tagger server has just finished initialization for subscription "streaming-client-system_probe:9c32618b-f656-44d8-b5d0-b129cf383037" at time 1772131628
2026-02-26 18:47:09 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:09 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:redisdb | Running check...
2026-02-26 18:47:09 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:redisdb | Done running check
2026-02-26 18:47:09 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:10 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:telemetry | Running check...
2026-02-26 18:47:10 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:datadog_cluster_agent | Running check...
2026-02-26 18:47:10 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:telemetry | Done running check
2026-02-26 18:47:10 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:10 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:datadog_cluster_agent | Done running check
2026-02-26 18:47:10 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:10 UTC | CORE | INFO | (comp/metadata/host/hostimpl/hosttags/tags.go:178 in Get) | Unable to get host tags from source: kubernetes - using cached host tags
2026-02-26 18:47:10 UTC | CORE | INFO | (comp/metadata/host/hostimpl/hosttags/tags.go:178 in Get) | Unable to get host tags from source: kubernetes_cluster_agent_tags - using cached host tags
2026-02-26 18:47:10 UTC | CORE | INFO | (pkg/config/remote/service/service.go:909 in refresh) | [Remote Config] Overriding agent's base refresh interval to 50s due to backend recommendation
2026-02-26 18:47:11 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:network | Running check...
2026-02-26 18:47:11 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:network | Done running check
2026-02-26 18:47:11 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:11 UTC | CORE | INFO | (comp/metadata/host/hostimpl/hosttags/tags.go:178 in Get) | Unable to get host tags from source: kubernetes - using cached host tags
2026-02-26 18:47:11 UTC | CORE | INFO | (comp/metadata/host/hostimpl/hosttags/tags.go:178 in Get) | Unable to get host tags from source: kubernetes_cluster_agent_tags - using cached host tags
2026-02-26 18:47:11 UTC | CORE | INFO | (comp/metadata/host/hostimpl/utils/host.go:108 in getNetworkMeta) | could not get network metadata: could not detect network ID: EC2: GetNetworkID failed to get mac addresses: could not fetch token from IMDSv2: Put "http://169.254.169.254/latest/api/token": dial tcp 169.254.169.254:80: connect: connection refused
2026-02-26 18:47:11 UTC | CORE | ERROR | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:216 in collect) | Unable to collect configurations from provider endpoints-checks: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:11 UTC | CORE | ERROR | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:152 in poll) | Cache processing of cluster-checks configuration provider failed: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:11 UTC | CORE | INFO | (pkg/config/remote/client/client.go:489 in pollLoop) | first update successful after 1 attempts
2026-02-26 18:47:12 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:load | Running check...
2026-02-26 18:47:12 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:load | Done running check
2026-02-26 18:47:12 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:147 in Unschedule) | New source to remove: entity: docker://4840c015c792563e3a0f53ce0f9924ccef5db4ad4b6c4075e9ab2d478113c4a6
2026-02-26 18:47:12 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
